,index,id,attach_dist,is_attached,is_contained,is_matched,match_ids,match_overlaps,reco_primary_pix,reco_total_pix,reco_primary_deposition,reco_total_deposition,true_primary_pix,true_total_pix,true_primary_deposition,true_total_deposition,ke,true_ke
203,88,75,0.29998779296875,True,False,True,[54 11],[0.80851066 0.00473934],129,129,33.293052673339844,33.293052673339844,126,126,34.157039642333984,34.157039642333984,41.14688491821289,34.95112780673892
204,90,27,0.899993896484375,True,False,True,[25],[0.7340425],57,154,10.332819938659668,32.65650939941406,54,172,12.44428539276123,39.71315002441406,40.36017990112305,47.19898135427823
205,91,5,0.29998779296875,True,True,True,[162   2],[0.6764706  0.00067797],100,112,29.749868392944336,33.66488265991211,54,116,13.449700355529785,35.24394607543945,41.60643005371094,41.606751582191784
206,92,24,0.2999267578125,True,True,True,[115   7],[0.76363635 0.00183419],66,94,32.729286193847656,43.01752471923828,71,100,28.96135139465332,37.93449020385742,53.16535949707031,48.86814887932613
207,92,105,0.29998779296875,True,False,True,[137   0],[0.72868216 0.00255754],112,112,19.34383201599121,19.34383201599121,111,111,20.31462860107422,20.31462860107422,23.90704345703125,25.36566762884524
208,94,34,0.3000030517578125,True,True,True,[93  2],[0.74647886 0.00240096],65,65,23.638334274291992,23.638334274291992,59,59,15.727871894836426,15.727871894836426,29.214618682861328,18.27611072910409
209,94,37,0.2999267578125,True,False,True,[70 12],[0.7916667  0.00236407],61,61,19.929136276245117,19.929136276245117,68,68,18.899627685546875,18.899627685546875,24.630420684814453,22.778415281113798
210,94,79,inf,False,True,True,[78],[0.6097561],27,81,6.570338249206543,23.828937530517578,59,117,15.704718589782715,31.23556137084961,29.450185775756836,36.96119281264181
211,94,81,0.3000030517578125,True,False,True,[42],[0.82222223],108,119,22.565570831298828,26.035253524780273,115,127,25.448057174682617,29.193571090698242,32.176971435546875,35.514526994893764
212,94,87,0.29998779296875,True,False,True,[101],[0.8201058],169,169,46.642356872558594,46.642356872558594,175,175,37.9683952331543,37.9683952331543,57.64529037475586,44.14331410807207
213,94,89,0.29998779296875,True,False,True,[39],[0.78350514],82,82,20.286548614501953,20.286548614501953,91,91,18.808006286621094,18.808006286621094,25.072145462036133,20.660873287203795
214,95,126,2.1840027850839827,True,True,True,[44],[0.8867925],70,98,19.956239700317383,25.614574432373047,69,102,20.64224624633789,26.713294982910156,31.657052993774414,37.21176337538071
215,95,143,0.29998779296875,True,True,True,[143   7],[5.6716418e-01 3.8402458e-04],48,48,11.913795471191406,11.913795471191406,47,57,13.269590377807617,16.899288177490234,14.724260330200195,19.715923820143995
216,96,10,0.29998779296875,True,False,True,[37],[0.83653843],70,94,18.211654663085938,29.39042854309082,72,97,15.512070655822754,25.58719253540039,36.323631286621094,31.273539166353213
217,97,21,inf,False,False,True,[51],[0.6148649],119,193,34.154266357421875,51.23398971557617,0,285,0.0,75.91015625,63.320091247558594,108.30690881301264
218,97,22,0.3000030517578125,True,True,True,[94 93],[0.7164179  0.06896552],130,173,35.073936462402344,44.20704650878906,142,172,32.64241027832031,38.1156005859375,54.63549041748047,46.64419771716229
219,97,80,0.4242468053627785,True,False,True,[66 11],[9.0123457e-01 7.0521864e-04],60,77,13.722403526306152,18.11871337890625,61,77,15.815709114074707,22.318098068237305,22.392919540405273,29.23190439536948
220,98,97,0.9486543469756282,True,False,True,[84],[0.8082192],103,132,23.907896041870117,36.4660530090332,101,132,22.265451431274414,34.04438400268555,45.068397521972656,46.69928512182413
221,98,121,0.2999267578125,True,False,True,[89],[0.7592593],67,91,16.929418563842773,23.970067977905273,72,99,16.154773712158203,22.709108352661133,29.624608993530273,25.372132291773813
222,99,42,0.29998779296875,True,False,True,[103   8],[8.4313726e-01 5.1440328e-04],92,92,30.03154945373535,30.03154945373535,96,96,20.599477767944336,20.599477767944336,37.11599349975586,39.41208584872645
223,99,45,0.3000030517578125,True,True,True,[104],[0.8726415],195,195,42.38432693481445,42.38432693481445,202,202,37.809059143066406,37.809059143066406,52.38279342651367,50.43878285039511
224,100,7,inf,False,False,True,[48],[0.6363636],11,14,4.405024528503418,5.643185615539551,0,22,0.0,10.13503646850586,6.9744133949279785,182.11894103908799
225,100,25,0.29998779296875,True,True,True,[78 19],[0.82098764 0.00207147],152,152,40.79302215576172,40.79302215576172,143,143,32.71188735961914,32.71188735961914,50.416099548339844,48.610927448113145
226,100,29,0.29998779296875,True,False,True,[117   3],[0.8705036 0.0020141],132,132,32.65819549560547,32.65819549560547,128,128,29.505596160888672,29.505596160888672,40.362266540527344,41.09732903454491
227,100,105,1.5,True,True,True,[94],[0.5859375],14,76,5.420399188995361,25.86359405517578,54,127,21.132511138916016,42.68821716308594,31.96481704711914,48.45522820912651
228,102,21,0.29998779296875,True,False,True,[53 16],[0.9223301  0.00158983],100,100,18.589962005615234,18.589962005615234,98,98,21.92649269104004,21.92649269104004,22.97533416748047,23.710947080374876
229,102,81,0.2999267578125,True,False,True,[69 96],[0.6728972  0.07157895],93,195,25.716075897216797,49.473609924316406,98,163,23.65705680847168,38.53004455566406,61.14443588256836,46.64680596411379
230,103,9,0.29998779296875,True,False,True,[ 27 109],[0.7714286  0.08527132],117,128,31.599937438964844,35.514888763427734,120,120,33.163143157958984,33.163143157958984,43.892852783203125,46.936230468146256
231,104,92,0.29998779296875,True,False,True,[58],[0.8839286],100,102,24.01618194580078,24.27458381652832,109,109,29.183393478393555,29.183393478393555,30.000959396362305,30.78235916065184
232,106,16,0.29998779296875,True,True,True,[39],[0.8613445],159,224,28.000568389892578,39.088653564453125,155,219,30.431201934814453,42.59495544433594,48.309669494628906,50.04675060834468
233,106,28,1.1999969482421875,True,True,True,[60],[0.84158415],50,89,17.38211441040039,27.190336227416992,47,97,17.63058853149414,32.05239486694336,33.60453796386719,47.08290160821153
234,106,31,0.734823251343688,True,False,True,[49],[0.74390244],49,67,16.32715606689453,22.283729553222656,76,76,19.705181121826172,19.705181121826172,27.540462493896484,23.246954421238787
235,106,33,0.29998779296875,True,True,True,[65],[0.7765958],82,82,22.43999481201172,22.43999481201172,85,85,20.447202682495117,20.447202682495117,27.733591079711914,28.47362577599707
236,106,35,0.29998779296875,True,True,True,[91  5],[0.78723407 0.00095511],85,85,29.902565002441406,29.902565002441406,83,83,27.52935028076172,27.52935028076172,36.956581115722656,43.838907067691466
237,107,3,0.4242468053627785,True,False,True,[49],[0.86567163],49,64,21.834545135498047,25.543180465698242,44,61,24.89204978942871,29.474790573120117,31.568817138671875,35.2553144847053
238,107,18,0.4242252311158769,True,True,True,[144 141],[0.28070176 0.2       ],34,52,10.009406089782715,15.612899780273438,-1,-1,-1.0,-1.0,19.295984268188477,-1.0
239,107,54,0.2999267578125,True,False,True,[31 29],[8.5148513e-01 7.3046022e-04],82,93,22.550771713256836,27.382259368896484,82,94,20.973243713378906,26.33050537109375,33.84173583984375,34.45862546908641
240,107,135,0.29998779296875,True,False,True,[66],[0.49122807],56,57,19.61823272705078,19.82805061340332,-1,-1,-1.0,-1.0,24.505489349365234,-1.0
241,108,11,0.29998779296875,True,True,True,[46  7],[0.72       0.00123839],69,69,20.409090042114258,20.409090042114258,60,60,17.096424102783203,17.096424102783203,25.223594665527344,20.667611499562387
242,109,56,0.4242468053627785,True,False,True,[42],[0.61764705],50,50,14.359342575073242,14.359342575073242,60,60,17.657608032226562,17.657608032226562,17.74671173095703,23.849887033645437
243,110,66,0.29998779296875,False,False,True,[58 17],[0.64285713 0.00231884],130,130,34.845767974853516,34.845767974853516,123,123,25.31139373779297,25.31139373779297,43.065887451171875,30.2268052503025
244,111,24,0.3000030517578125,True,False,True,[38],[0.7378049],105,128,33.544105529785156,40.643035888671875,122,157,27.44442367553711,37.15129089355469,50.23072814941406,48.78719833056789
245,111,38,0.600006103515625,True,False,True,[39],[0.6136364],57,88,14.835098266601562,26.833728790283203,96,125,26.783756256103516,37.22538375854492,33.1638069152832,48.79836047315298
246,111,42,0.29998779296875,True,False,True,[46 28],[0.67808217 0.00492763],127,127,30.699596405029297,30.699596405029297,118,118,21.94927215576172,21.94927215576172,37.94163131713867,30.727493583223545
247,111,46,0.4242575950931961,True,False,True,[60 20],[0.7637795  0.00678222],118,118,43.211402893066406,43.211402893066406,106,106,25.201858520507812,25.201858520507812,53.40497589111328,26.842930111309396
248,111,103,inf,False,True,True,[87],[0.73333335],25,25,5.599704265594482,5.599704265594482,27,27,7.33109712600708,7.33109712600708,6.920674800872803,7.520795047872937
249,112,1,0.29998779296875,True,True,True,[56],[0.7411765],117,140,27.277870178222656,33.47296905517578,133,156,34.20491027832031,40.659820556640625,41.36924362182617,47.54892983943794
250,112,72,0.29998779296875,True,False,True,[57],[0.73255813],69,69,22.470237731933594,22.470237731933594,80,80,20.970617294311523,20.970617294311523,27.770967483520508,23.925317337527275
251,113,28,0.29998779296875,True,False,True,[61],[0.79268295],71,71,17.764493942260742,17.764493942260742,76,76,17.696168899536133,17.696168899536133,21.95513916015625,26.44371382192389
252,113,57,0.29998779296875,True,True,True,[76],[0.8068182],149,163,34.7115592956543,39.707706451416016,140,155,32.117454528808594,37.077510833740234,49.07475662231445,46.07555073196095
253,114,15,0.29998779296875,True,True,True,[120 126   3],[0.8        0.06074766 0.00125502],129,199,24.099266052246094,40.52080535888672,125,188,28.481176376342773,44.070281982421875,50.07966613769531,51.65645171755639
254,114,45,0.29999542236328125,True,True,True,[53 21],[8.5555553e-01 6.0259114e-04],162,162,34.99729537963867,34.99729537963867,172,172,30.605451583862305,30.605451583862305,43.25315856933594,43.46634930801222
255,114,49,0.29998779296875,True,True,True,[92],[0.6896552],69,69,17.233755111694336,17.233755111694336,78,78,18.09414291381836,18.09414291381836,21.299198150634766,23.64323687263564
